case_id,dimension,sub_type,format_type,schema_valid,format_match,service_match,urgent_match,confirmed_match,steering_match,overall_success,suggest_priority,workers_recommended,mean_latency_us,p50_latency_us,p90_latency_us,p99_latency_us
316,Slot_Filling_Turns,Turn1_Service_Only,raw_json,True,True,True,True,True,True,True,False,False,3.318,3.1,3.3,6.819
317,Slot_Filling_Turns,Turn1_Service_Only,raw_json,True,True,True,True,True,True,True,False,False,3.205,3.1,3.3,4.616
318,Slot_Filling_Turns,Turn1_Service_Only,raw_json,True,True,True,True,True,True,True,False,False,3.13,3.1,3.2,3.507
319,Slot_Filling_Turns,Turn1_Service_Only,raw_json,True,True,True,True,True,True,True,False,False,4.201,3.1,7.41,8.057
320,Slot_Filling_Turns,Turn1_Service_Only,raw_json,True,True,True,True,True,True,True,False,False,4.845,3.2,7.81,8.846
321,Slot_Filling_Turns,Turn1_Service_Only,raw_json,True,True,True,True,True,True,True,False,False,3.199,3.1,3.2,4.548
322,Slot_Filling_Turns,Turn1_Service_Only,raw_json,True,True,True,True,True,True,True,False,False,3.233,3.1,3.3,4.658
323,Slot_Filling_Turns,Turn1_Service_Only,raw_json,True,True,True,True,True,True,True,False,False,3.197,3.2,3.3,4.509
324,Slot_Filling_Turns,Turn1_Service_Only,raw_json,True,True,True,True,True,True,True,False,False,7.833,7.7,8.2,12.898
325,Slot_Filling_Turns,Turn1_Service_Only,raw_json,True,True,True,True,True,True,True,False,False,7.739,7.6,8.0,10.64
326,Slot_Filling_Turns,Turn2_Service_Location,raw_json,True,True,True,True,True,True,True,False,False,7.499,7.3,7.9,13.86
327,Slot_Filling_Turns,Turn2_Service_Location,raw_json,True,True,True,True,True,True,True,False,False,7.391,7.0,7.51,12.617
328,Slot_Filling_Turns,Turn2_Service_Location,raw_json,True,True,True,True,True,True,True,False,False,7.542,7.0,7.31,10.089
329,Slot_Filling_Turns,Turn2_Service_Location,raw_json,True,True,True,True,True,True,True,False,False,6.992,6.9,7.21,7.618
330,Slot_Filling_Turns,Turn2_Service_Location,raw_json,True,True,True,True,True,True,True,False,False,3.182,3.2,3.3,3.607
331,Slot_Filling_Turns,Turn2_Service_Location,raw_json,True,True,True,True,True,True,True,False,False,3.136,3.1,3.2,3.917
332,Slot_Filling_Turns,Turn2_Service_Location,raw_json,True,True,True,True,True,True,True,False,False,3.119,3.1,3.2,3.505
333,Slot_Filling_Turns,Turn2_Service_Location,raw_json,True,True,True,True,True,True,True,False,False,17.633,3.2,7.01,101.224
334,Slot_Filling_Turns,Turn2_Service_Location,raw_json,True,True,True,True,True,True,True,False,False,4.179,3.4,5.51,8.299
335,Slot_Filling_Turns,Turn2_Service_Location,raw_json,True,True,True,True,True,True,True,False,False,3.573,3.2,3.41,13.203
336,Slot_Filling_Turns,Turn2_Service_Location,raw_json,True,True,True,True,True,True,True,False,False,3.472,3.2,4.71,5.91
337,Slot_Filling_Turns,Turn2_Service_Location,raw_json,True,True,True,True,True,True,True,False,False,3.126,3.1,3.3,3.504
338,Slot_Filling_Turns,Turn2_Service_Location,raw_json,True,True,True,True,True,True,True,False,False,3.194,3.1,3.3,4.819
339,Slot_Filling_Turns,Turn2_Service_Location,raw_json,True,True,True,True,True,True,True,False,False,3.178,3.1,3.3,4.311
340,Slot_Filling_Turns,Turn2_Service_Location,raw_json,True,True,True,True,True,True,True,False,False,3.211,3.2,3.3,4.207
341,Slot_Filling_Turns,Turn2_Service_Location,raw_json,True,True,True,True,True,True,True,False,False,5.646,5.05,7.7,12.122
342,Slot_Filling_Turns,Turn2_Service_Location,raw_json,True,True,True,True,True,True,True,False,False,7.108,7.5,7.8,10.033
343,Slot_Filling_Turns,Turn2_Service_Location,raw_json,True,True,True,True,True,True,True,False,False,3.345,3.2,3.41,5.638
344,Slot_Filling_Turns,Turn2_Service_Location,raw_json,True,True,True,True,True,True,True,False,False,3.198,3.1,3.31,4.312
345,Slot_Filling_Turns,Turn2_Service_Location,raw_json,True,True,True,True,True,True,True,False,False,3.101,3.1,3.2,3.406
346,Slot_Filling_Turns,Turn2_Service_Location,raw_json,True,True,True,True,True,True,True,False,False,6.862,7.35,7.61,10.306
347,Slot_Filling_Turns,Turn2_Service_Location,raw_json,True,True,True,True,True,True,True,False,False,7.468,7.4,7.7,8.41
348,Slot_Filling_Turns,Turn2_Service_Location,raw_json,True,True,True,True,True,True,True,False,False,7.542,7.5,7.8,8.416
349,Slot_Filling_Turns,Turn2_Service_Location,raw_json,True,True,True,True,True,True,True,False,False,7.527,7.4,7.6,9.023
350,Slot_Filling_Turns,Turn2_Service_Location,raw_json,True,True,True,True,True,True,True,False,False,8.882,7.3,7.81,42.734
351,Slot_Filling_Turns,Turn3_Service_Location_Date,raw_json,True,True,True,True,True,True,True,False,False,5.057,4.55,6.32,25.38
352,Slot_Filling_Turns,Turn3_Service_Location_Date,raw_json,True,True,True,True,True,True,True,False,False,6.54,6.5,6.9,7.215
353,Slot_Filling_Turns,Turn3_Service_Location_Date,raw_json,True,True,True,True,True,True,True,False,False,16.61,16.7,17.5,20.951
354,Slot_Filling_Turns,Turn3_Service_Location_Date,raw_json,True,True,True,True,True,True,True,False,False,6.945,6.3,7.08,16.322
355,Slot_Filling_Turns,Turn3_Service_Location_Date,raw_json,True,True,True,True,True,True,True,False,False,3.572,3.1,4.91,6.008
356,Slot_Filling_Turns,Turn3_Service_Location_Date,raw_json,True,True,True,True,True,True,True,False,False,3.232,3.1,3.4,5.301
357,Slot_Filling_Turns,Turn3_Service_Location_Date,raw_json,True,True,True,True,True,True,True,False,False,3.225,3.1,3.2,4.007
358,Slot_Filling_Turns,Turn3_Service_Location_Date,raw_json,True,True,True,True,True,True,True,False,False,4.931,3.2,7.41,7.7
359,Slot_Filling_Turns,Turn3_Service_Location_Date,raw_json,True,True,True,True,True,True,True,False,False,8.098,7.4,10.22,12.807
360,Slot_Filling_Turns,Turn3_Service_Location_Date,raw_json,True,True,True,True,True,True,True,False,False,3.539,3.3,3.5,5.989
361,Slot_Filling_Turns,Turn3_Service_Location_Date,raw_json,True,True,True,True,True,True,True,False,False,3.302,3.25,3.5,3.805
362,Slot_Filling_Turns,Turn3_Service_Location_Date,raw_json,True,True,True,True,True,True,True,False,False,3.224,3.2,3.4,3.707
363,Slot_Filling_Turns,Turn3_Service_Location_Date,raw_json,True,True,True,True,True,True,True,False,False,3.496,3.1,5.3,5.508
364,Slot_Filling_Turns,Turn3_Service_Location_Date,raw_json,True,True,True,True,True,True,True,False,False,3.071,3.05,3.2,3.604
365,Slot_Filling_Turns,Turn3_Service_Location_Date,raw_json,True,True,True,True,True,True,True,False,False,7.856,7.4,7.8,12.969
366,Slot_Filling_Turns,Turn3_Service_Location_Date,raw_json,True,True,True,True,True,True,True,False,False,3.281,3.2,3.5,3.718
367,Slot_Filling_Turns,Turn3_Service_Location_Date,raw_json,True,True,True,True,True,True,True,False,False,4.149,3.25,3.73,23.903
368,Slot_Filling_Turns,Turn3_Service_Location_Date,raw_json,True,True,True,True,True,True,True,False,False,3.348,3.3,3.6,4.218
369,Slot_Filling_Turns,Turn3_Service_Location_Date,raw_json,True,True,True,True,True,True,True,False,False,3.721,3.35,3.91,5.374
370,Slot_Filling_Turns,Turn3_Service_Location_Date,raw_json,True,True,True,True,True,True,True,False,False,3.37,3.3,3.6,5.614
371,Slot_Filling_Turns,Turn3_Service_Location_Date,raw_json,True,True,True,True,True,True,True,False,False,3.281,3.2,3.41,4.004
372,Slot_Filling_Turns,Turn3_Service_Location_Date,raw_json,True,True,True,True,True,True,True,False,False,3.239,3.2,3.41,4.003
373,Slot_Filling_Turns,Turn3_Service_Location_Date,raw_json,True,True,True,True,True,True,True,False,False,3.312,3.2,3.4,4.181
374,Slot_Filling_Turns,Turn3_Service_Location_Date,raw_json,True,True,True,True,True,True,True,False,False,3.266,3.2,3.4,3.809
375,Slot_Filling_Turns,Turn3_Service_Location_Date,raw_json,True,True,True,True,True,True,True,False,False,3.305,3.2,3.4,5.701
376,Slot_Filling_Turns,Turn4_Complete_Confirmed,raw_json,True,True,True,True,True,True,True,False,True,6.84,7.7,8.1,10.147
377,Slot_Filling_Turns,Turn4_Complete_Confirmed,raw_json,True,True,True,True,True,True,True,False,True,7.323,7.3,7.6,8.315
378,Slot_Filling_Turns,Turn4_Complete_Confirmed,raw_json,True,True,True,True,True,True,True,False,True,5.986,3.6,10.42,12.008
379,Slot_Filling_Turns,Turn4_Complete_Confirmed,raw_json,True,True,True,True,True,True,True,False,True,3.413,3.4,3.5,3.905
380,Slot_Filling_Turns,Turn4_Complete_Confirmed,raw_json,True,True,True,True,True,True,True,False,True,3.397,3.4,3.5,3.905
381,Slot_Filling_Turns,Turn4_Complete_Confirmed,raw_json,True,True,True,True,True,True,True,False,True,3.821,3.4,3.74,8.247
382,Slot_Filling_Turns,Turn4_Complete_Confirmed,raw_json,True,True,True,True,True,True,True,False,True,7.839,7.8,8.0,8.613
383,Slot_Filling_Turns,Turn4_Complete_Confirmed,raw_json,True,True,True,True,True,True,True,False,True,3.635,3.4,3.7,6.458
384,Slot_Filling_Turns,Turn4_Complete_Confirmed,raw_json,True,True,True,True,True,True,True,False,True,3.456,3.4,3.7,3.907
385,Slot_Filling_Turns,Turn4_Complete_Confirmed,raw_json,True,True,True,True,True,True,True,False,True,3.423,3.4,3.6,3.808
386,Slot_Filling_Turns,Turn4_Complete_Confirmed,raw_json,True,True,True,True,True,True,True,False,True,3.534,3.5,3.61,4.828
387,Slot_Filling_Turns,Turn4_Complete_Confirmed,raw_json,True,True,True,True,True,True,True,False,True,4.207,3.5,4.3,15.062
388,Slot_Filling_Turns,Turn4_Complete_Confirmed,raw_json,True,True,True,True,True,True,True,False,True,6.994,6.95,7.2,9.009
389,Slot_Filling_Turns,Turn4_Complete_Confirmed,raw_json,True,True,True,True,True,True,True,False,True,17.032,16.3,17.9,20.302
390,Slot_Filling_Turns,Turn4_Complete_Confirmed,raw_json,True,True,True,True,True,True,True,False,True,14.075,14.05,16.41,19.212
391,Slot_Filling_Turns,Turn4_Complete_Confirmed,raw_json,True,True,True,True,True,True,True,False,True,5.064,3.5,8.02,23.229
392,Slot_Filling_Turns,Turn4_Complete_Confirmed,raw_json,True,True,True,True,True,True,True,False,True,3.483,3.5,3.61,3.912
393,Slot_Filling_Turns,Turn4_Complete_Confirmed,raw_json,True,True,True,True,True,True,True,False,True,3.524,3.5,3.8,4.106
394,Slot_Filling_Turns,Turn4_Complete_Confirmed,raw_json,True,True,True,True,True,True,True,False,True,4.117,3.4,3.8,17.68
395,Slot_Filling_Turns,Turn4_Complete_Confirmed,raw_json,True,True,True,True,True,True,True,False,True,3.471,3.4,3.7,4.407
396,Slot_Filling_Turns,Turn4_Complete_Confirmed,raw_json,True,True,True,True,True,True,True,False,True,3.432,3.4,3.6,4.009
397,Slot_Filling_Turns,Turn4_Complete_Confirmed,raw_json,True,True,True,True,True,True,True,False,True,3.452,3.4,3.61,3.908
398,Slot_Filling_Turns,Turn4_Complete_Confirmed,raw_json,True,True,True,True,True,True,True,False,True,5.057,3.6,7.4,7.7
399,Slot_Filling_Turns,Turn4_Complete_Confirmed,raw_json,True,True,True,True,True,True,True,False,True,7.496,7.3,7.7,10.031
400,Slot_Filling_Turns,Turn4_Complete_Confirmed,raw_json,True,True,True,True,True,True,True,False,True,7.33,7.2,7.7,8.111
401,Downstream_Dispatch,Dispatch_Urgent_Priority,raw_json,True,True,True,True,True,True,True,True,False,4.071,3.6,4.11,9.382
402,Downstream_Dispatch,Dispatch_Urgent_Priority,raw_json,True,True,True,True,True,True,True,True,False,4.604,3.4,3.61,8.179
403,Downstream_Dispatch,Dispatch_Urgent_Priority,raw_json,True,True,True,True,True,True,True,True,False,3.502,3.5,3.7,4.314
404,Downstream_Dispatch,Dispatch_Urgent_Priority,raw_json,True,True,True,True,True,True,True,True,False,8.048,8.0,8.3,9.019
405,Downstream_Dispatch,Dispatch_Urgent_Priority,raw_json,True,True,True,True,True,True,True,True,False,8.266,8.0,8.4,10.841
406,Downstream_Dispatch,Dispatch_Urgent_Priority,raw_json,True,True,True,True,True,True,True,True,False,8.171,7.9,8.3,11.223
407,Downstream_Dispatch,Dispatch_Urgent_Priority,raw_json,True,True,True,True,True,True,True,True,False,6.073,7.7,8.2,8.816
408,Downstream_Dispatch,Dispatch_Urgent_Priority,raw_json,True,True,True,True,True,True,True,True,False,3.363,3.3,3.5,3.903
409,Downstream_Dispatch,Dispatch_Urgent_Priority,raw_json,True,True,True,True,True,True,True,True,False,3.422,3.4,3.5,4.203
410,Downstream_Dispatch,Dispatch_Urgent_Priority,raw_json,True,True,True,True,True,True,True,True,False,3.386,3.4,3.5,3.805
411,Downstream_Dispatch,Dispatch_Urgent_Priority,raw_json,True,True,True,True,True,True,True,True,False,7.286,7.2,7.5,9.205
412,Downstream_Dispatch,Dispatch_Urgent_Priority,raw_json,True,True,True,True,True,True,True,True,False,3.38,3.4,3.5,3.706
413,Downstream_Dispatch,Dispatch_Urgent_Priority,raw_json,True,True,True,True,True,True,True,True,False,3.365,3.4,3.5,3.605
414,Downstream_Dispatch,Dispatch_Urgent_Priority,raw_json,True,True,True,True,True,True,True,True,False,3.421,3.4,3.5,3.708
415,Downstream_Dispatch,Dispatch_Urgent_Priority,raw_json,True,True,True,True,True,True,True,True,False,3.452,3.4,3.41,5.641
416,Downstream_Dispatch,Dispatch_Urgent_Priority,raw_json,True,True,True,True,True,True,True,True,False,7.774,7.9,8.1,8.502
417,Downstream_Dispatch,Dispatch_Urgent_Priority,raw_json,True,True,True,True,True,True,True,True,False,7.916,7.7,8.1,10.02
418,Downstream_Dispatch,Dispatch_Urgent_Priority,raw_json,True,True,True,True,True,True,True,True,False,5.349,3.4,6.4,54.157
419,Downstream_Dispatch,Dispatch_Urgent_Priority,raw_json,True,True,True,True,True,True,True,True,False,4.094,3.7,5.51,6.12
420,Downstream_Dispatch,Dispatch_Urgent_Priority,raw_json,True,True,True,True,True,True,True,True,False,4.508,3.6,7.41,8.029
421,Downstream_Dispatch,Dispatch_Urgent_Priority,raw_json,True,True,True,True,True,True,True,True,False,7.436,7.4,7.7,8.812
422,Downstream_Dispatch,Dispatch_Urgent_Priority,raw_json,True,True,True,True,True,True,True,True,False,7.3,7.3,7.7,8.126
423,Downstream_Dispatch,Dispatch_Urgent_Priority,raw_json,True,True,True,True,True,True,True,True,False,3.394,3.4,3.51,3.806
424,Downstream_Dispatch,Dispatch_Urgent_Priority,raw_json,True,True,True,True,True,True,True,True,False,4.364,3.5,5.9,6.604
425,Downstream_Dispatch,Dispatch_Urgent_Priority,raw_json,True,True,True,True,True,True,True,True,False,3.392,3.4,3.5,4.005
426,Downstream_Dispatch,Dispatch_Urgent_Priority,raw_json,True,True,True,True,True,True,True,True,False,7.924,7.9,8.1,9.509
427,Downstream_Dispatch,Dispatch_Urgent_Priority,raw_json,True,True,True,True,True,True,True,True,False,7.448,7.3,7.92,8.717
428,Downstream_Dispatch,Dispatch_Urgent_Priority,raw_json,True,True,True,True,True,True,True,True,False,7.453,7.2,7.61,9.72
429,Downstream_Dispatch,Dispatch_Urgent_Priority,raw_json,True,True,True,True,True,True,True,True,False,7.329,7.3,7.5,8.117
430,Downstream_Dispatch,Dispatch_Urgent_Priority,raw_json,True,True,True,True,True,True,True,True,False,7.313,7.3,7.5,7.916
431,Downstream_Dispatch,Dispatch_Urgent_Priority,raw_json,True,True,True,True,True,True,True,True,False,6.498,7.2,7.41,9.59
432,Downstream_Dispatch,Dispatch_Urgent_Priority,raw_json,True,True,True,True,True,True,True,True,False,3.37,3.35,3.5,3.706
433,Downstream_Dispatch,Dispatch_Urgent_Priority,raw_json,True,True,True,True,True,True,True,True,False,3.373,3.4,3.5,3.607
434,Downstream_Dispatch,Dispatch_Urgent_Priority,raw_json,True,True,True,True,True,True,True,True,False,6.112,3.5,5.31,89.726
435,Downstream_Dispatch,Dispatch_Urgent_Priority,raw_json,True,True,True,True,True,True,True,True,False,5.652,5.2,6.0,10.002
436,Downstream_Dispatch,Dispatch_Urgent_Priority,raw_json,True,True,True,True,True,True,True,True,False,3.586,3.4,3.61,6.513
437,Downstream_Dispatch,Dispatch_Urgent_Priority,raw_json,True,True,True,True,True,True,True,True,False,3.452,3.4,3.6,3.912
438,Downstream_Dispatch,Dispatch_Urgent_Priority,raw_json,True,True,True,True,True,True,True,True,False,7.543,7.3,7.9,9.823
439,Downstream_Dispatch,Dispatch_Urgent_Priority,raw_json,True,True,True,True,True,True,True,True,False,7.887,7.8,8.1,9.121
440,Downstream_Dispatch,Dispatch_Urgent_Priority,raw_json,True,True,True,True,True,True,True,True,False,8.48,8.0,8.51,14.269
441,Downstream_Dispatch,Dispatch_Urgent_Priority,raw_json,True,True,True,True,True,True,True,True,False,7.634,7.3,8.0,9.446
442,Downstream_Dispatch,Dispatch_Urgent_Priority,raw_json,True,True,True,True,True,True,True,True,False,3.383,3.4,3.5,3.708
443,Downstream_Dispatch,Dispatch_Urgent_Priority,raw_json,True,True,True,True,True,True,True,True,False,3.394,3.4,3.5,3.705
444,Downstream_Dispatch,Dispatch_Urgent_Priority,raw_json,True,True,True,True,True,True,True,True,False,3.431,3.4,3.51,3.705
445,Downstream_Dispatch,Dispatch_Urgent_Priority,raw_json,True,True,True,True,True,True,True,True,False,3.379,3.3,3.5,3.804
446,Downstream_Dispatch,Dispatch_Urgent_Priority,raw_json,True,True,True,True,True,True,True,True,False,7.237,7.2,7.4,9.102
447,Downstream_Dispatch,Dispatch_Urgent_Priority,raw_json,True,True,True,True,True,True,True,True,False,7.216,7.1,7.4,8.018
448,Downstream_Dispatch,Dispatch_Urgent_Priority,raw_json,True,True,True,True,True,True,True,True,False,7.41,7.2,7.5,10.285
449,Downstream_Dispatch,Dispatch_Urgent_Priority,raw_json,True,True,True,True,True,True,True,True,False,5.893,7.2,7.5,7.919
450,Downstream_Dispatch,Dispatch_Urgent_Priority,raw_json,True,True,True,True,True,True,True,True,False,3.48,3.4,3.5,4.362
451,Downstream_Dispatch,Dispatch_Standard_Workers,raw_json,True,True,True,True,True,True,True,False,True,5.119,4.4,5.52,33.243
452,Downstream_Dispatch,Dispatch_Standard_Workers,raw_json,True,True,True,True,True,True,True,False,True,8.371,7.0,7.31,10.466
453,Downstream_Dispatch,Dispatch_Standard_Workers,raw_json,True,True,True,True,True,True,True,False,True,15.295,15.0,15.41,39.661
454,Downstream_Dispatch,Dispatch_Standard_Workers,raw_json,True,True,True,True,True,True,True,False,True,7.961,7.2,7.81,31.113
455,Downstream_Dispatch,Dispatch_Standard_Workers,raw_json,True,True,True,True,True,True,True,False,True,7.37,7.3,7.71,8.724
456,Downstream_Dispatch,Dispatch_Standard_Workers,raw_json,True,True,True,True,True,True,True,False,True,7.376,7.1,7.6,9.622
457,Downstream_Dispatch,Dispatch_Standard_Workers,raw_json,True,True,True,True,True,True,True,False,True,7.425,7.4,7.6,8.618
458,Downstream_Dispatch,Dispatch_Standard_Workers,raw_json,True,True,True,True,True,True,True,False,True,7.286,7.2,7.6,8.308
459,Downstream_Dispatch,Dispatch_Standard_Workers,raw_json,True,True,True,True,True,True,True,False,True,3.334,3.3,3.4,3.804
460,Downstream_Dispatch,Dispatch_Standard_Workers,raw_json,True,True,True,True,True,True,True,False,True,3.349,3.3,3.5,4.004
461,Downstream_Dispatch,Dispatch_Standard_Workers,raw_json,True,True,True,True,True,True,True,False,True,3.408,3.4,3.5,3.706
462,Downstream_Dispatch,Dispatch_Standard_Workers,raw_json,True,True,True,True,True,True,True,False,True,4.915,3.4,7.11,7.303
463,Downstream_Dispatch,Dispatch_Standard_Workers,raw_json,True,True,True,True,True,True,True,False,True,7.208,7.2,7.4,7.823
464,Downstream_Dispatch,Dispatch_Standard_Workers,raw_json,True,True,True,True,True,True,True,False,True,10.462,7.1,7.61,22.653
465,Downstream_Dispatch,Dispatch_Standard_Workers,raw_json,True,True,True,True,True,True,True,False,True,4.05,3.6,4.02,15.457
466,Downstream_Dispatch,Dispatch_Standard_Workers,raw_json,True,True,True,True,True,True,True,False,True,3.542,3.5,3.8,4.419
467,Downstream_Dispatch,Dispatch_Standard_Workers,raw_json,True,True,True,True,True,True,True,False,True,5.871,7.1,7.41,7.604
468,Downstream_Dispatch,Dispatch_Standard_Workers,raw_json,True,True,True,True,True,True,True,False,True,7.446,7.7,8.3,38.225
469,Downstream_Dispatch,Dispatch_Standard_Workers,raw_json,True,True,True,True,True,True,True,False,True,3.612,3.5,3.81,5.703
470,Downstream_Dispatch,Dispatch_Standard_Workers,raw_json,True,True,True,True,True,True,True,False,True,3.465,3.4,3.7,4.008
471,Downstream_Dispatch,Dispatch_Standard_Workers,raw_json,True,True,True,True,True,True,True,False,True,6.114,7.1,7.5,8.011
472,Downstream_Dispatch,Dispatch_Standard_Workers,raw_json,True,True,True,True,True,True,True,False,True,8.017,7.8,8.1,10.22
473,Downstream_Dispatch,Dispatch_Standard_Workers,raw_json,True,True,True,True,True,True,True,False,True,7.325,7.3,7.6,7.916
474,Downstream_Dispatch,Dispatch_Standard_Workers,raw_json,True,True,True,True,True,True,True,False,True,7.368,7.2,7.51,9.404
475,Downstream_Dispatch,Dispatch_Standard_Workers,raw_json,True,True,True,True,True,True,True,False,True,7.233,7.2,7.41,8.02
476,Downstream_Dispatch,Dispatch_Standard_Workers,raw_json,True,True,True,True,True,True,True,False,True,7.128,7.1,7.3,7.915
477,Downstream_Dispatch,Dispatch_Standard_Workers,raw_json,True,True,True,True,True,True,True,False,True,6.5,7.1,7.5,8.922
478,Downstream_Dispatch,Dispatch_Standard_Workers,raw_json,True,True,True,True,True,True,True,False,True,3.366,3.3,3.5,4.032
479,Downstream_Dispatch,Dispatch_Standard_Workers,raw_json,True,True,True,True,True,True,True,False,True,3.327,3.3,3.4,3.606
480,Downstream_Dispatch,Dispatch_Standard_Workers,raw_json,True,True,True,True,True,True,True,False,True,3.399,3.3,3.4,7.622
481,Downstream_Dispatch,Dispatch_Standard_Workers,raw_json,True,True,True,True,True,True,True,False,True,5.289,4.05,6.41,29.894
482,Downstream_Dispatch,Dispatch_Standard_Workers,raw_json,True,True,True,True,True,True,True,False,True,3.708,3.4,5.01,6.002
483,Downstream_Dispatch,Dispatch_Standard_Workers,raw_json,True,True,True,True,True,True,True,False,True,8.584,7.7,8.1,37.57
484,Downstream_Dispatch,Dispatch_Standard_Workers,raw_json,True,True,True,True,True,True,True,False,True,7.315,7.2,7.8,8.418
485,Downstream_Dispatch,Dispatch_Standard_Workers,raw_json,True,True,True,True,True,True,True,False,True,7.699,7.5,8.3,9.616
486,Downstream_Dispatch,Dispatch_Standard_Workers,raw_json,True,True,True,True,True,True,True,False,True,7.499,7.3,7.7,9.723
487,Downstream_Dispatch,Dispatch_Standard_Workers,raw_json,True,True,True,True,True,True,True,False,True,7.933,7.8,8.2,9.812
488,Downstream_Dispatch,Dispatch_Standard_Workers,raw_json,True,True,True,True,True,True,True,False,True,3.379,3.4,3.5,3.71
489,Downstream_Dispatch,Dispatch_Standard_Workers,raw_json,True,True,True,True,True,True,True,False,True,3.484,3.4,3.5,3.964
490,Downstream_Dispatch,Dispatch_Standard_Workers,raw_json,True,True,True,True,True,True,True,False,True,3.369,3.3,3.5,3.706
491,Downstream_Dispatch,Dispatch_Standard_Workers,raw_json,True,True,True,True,True,True,True,False,True,3.35,3.3,3.4,3.706
492,Downstream_Dispatch,Dispatch_Standard_Workers,raw_json,True,True,True,True,True,True,True,False,True,7.261,7.2,7.41,8.015
493,Downstream_Dispatch,Dispatch_Standard_Workers,raw_json,True,True,True,True,True,True,True,False,True,9.545,7.3,7.9,29.486
494,Downstream_Dispatch,Dispatch_Standard_Workers,raw_json,True,True,True,True,True,True,True,False,True,7.599,7.2,7.8,10.723
495,Downstream_Dispatch,Dispatch_Standard_Workers,raw_json,True,True,True,True,True,True,True,False,True,13.987,7.0,7.83,268.493
496,Downstream_Dispatch,Dispatch_Standard_Workers,raw_json,True,True,True,True,True,True,True,False,True,3.655,3.5,3.81,5.71
497,Downstream_Dispatch,Dispatch_Standard_Workers,raw_json,True,True,True,True,True,True,True,False,True,3.728,3.5,3.81,5.073
498,Downstream_Dispatch,Dispatch_Standard_Workers,raw_json,True,True,True,True,True,True,True,False,True,3.432,3.4,3.6,4.105
499,Downstream_Dispatch,Dispatch_Standard_Workers,raw_json,True,True,True,True,True,True,True,False,True,3.418,3.4,3.6,4.106
500,Downstream_Dispatch,Dispatch_Standard_Workers,raw_json,True,True,True,True,True,True,True,False,True,4.435,3.4,7.9,8.404
